team_a,team_b,team_a_winrate,team_b_winrate,team_a_avg_scored,team_a_avg_conceded,team_b_avg_scored,team_b_avg_conceded,team_a_h2h_winrate,team_b_h2h_winrate,result
Honduras,Nicaragua,0.6,0.0,2.5,1.2,0.3,2.6,0.6666666666666666,0.16666666666666666,home win
Trinidad and Tobago,Curaçao,0.3,0.2,1.5,1.9,1.1,1.9,0.4,0.3333333333333333,home win
Anguilla,Bahamas,0.1,0.14285714285714285,0.7,6.1,0.5714285714285714,4.142857142857143,0.0,0.0,away win
Barbados,Grenada,0.5,0.4,2.0,1.4,2.5,2.1,0.3,0.3,draw
British Virgin Islands,Bermuda,0.4,0.5,2.1,1.7,1.7,1.1,0.0,0.0,away win
Cuba,Cayman Islands,0.6,0.3,2.0,0.7,1.4,1.8,0.8333333333333334,0.0,home win
Dominican Republic,Montserrat,0.4,0.2,0.9,2.3,0.7,4.4,0.0,0.0,home win
El Salvador,Belize,0.2,0.0,1.1,2.5,0.5555555555555556,3.0,1.0,0.0,home win
Saint Lucia,Suriname,0.7,0.2,2.7,1.2,1.6,1.7,0.0,0.0,home win
Saint Vincent and the Grenadines,United States Virgin Islands,0.3,0.2,2.4,3.6,0.6,2.6,0.0,0.0,home win
Aruba,Puerto Rico,0.2,0.0,1.4,2.6,0.5,3.9,0.0,0.0,home win
Haiti,Dominica,0.3,0.3,1.3,2.7,1.0,2.2,0.0,0.0,home win
Curaçao,Trinidad and Tobago,0.2,0.3,1.1,2.4,1.6,1.6,0.3125,0.4375,draw
Grenada,Barbados,0.4,0.4,2.6,1.9,1.6,1.4,0.2727272727272727,0.2727272727272727,away win
Puerto Rico,Aruba,0.0,0.3,0.6,4.0,1.8,2.6,0.0,1.0,draw
Saint Kitts and Nevis,Turks and Caicos Islands,0.5,0.0,1.9,1.7,1.0,2.5,0.0,0.0,home win
Bahamas,Anguilla,0.25,0.1,0.875,3.75,0.8,6.3,1.0,0.0,home win
Belize,Guatemala,0.0,0.2,0.5,3.2,1.1,1.3,0.0,0.0,away win
Bermuda,British Virgin Islands,0.6,0.3,2.1,1.0,1.9,2.1,1.0,0.0,home win
Cayman Islands,Cuba,0.2,0.6,1.2,2.2,1.9,0.6,0.0,0.8571428571428571,draw
Dominica,Haiti,0.3,0.4,1.0,1.8,1.6,2.4,0.0,1.0,away win
Montserrat,Dominican Republic,0.2,0.4,0.7,4.4,1.0,2.2,0.0,1.0,away win
Nicaragua,Panama,0.0,0.4,0.3,2.9,1.3,1.5,0.25,0.75,away win
Suriname,Saint Lucia,0.1,0.8,1.3,1.7,2.5,0.8,0.0,1.0,home win
United States Virgin Islands,Saint Vincent and the Grenadines,0.16666666666666666,0.4,0.5,3.6666666666666665,3.2,3.1,0.0,1.0,away win
Saint Kitts and Nevis,Turks and Caicos Islands,0.5,0.0,2.5,1.6,0.6666666666666666,4.333333333333333,1.0,0.0,home win
Colombia,Brazil,0.3,0.6,1.3,1.7,3.1,1.2,0.11764705882352941,0.7058823529411765,draw
Argentina,Chile,0.5,0.4,1.4,1.1,1.7,1.7,0.6811594202898551,0.07246376811594203,home win
Ecuador,Venezuela,0.2,0.2,1.2,1.6,0.9,2.3,0.5555555555555556,0.3333333333333333,home win
Peru,Paraguay,0.4,0.5,1.6,1.4,1.2,0.5,0.20588235294117646,0.5,home win
Uruguay,Bolivia,0.3,0.1,1.1,1.4,1.2,0.7,0.6666666666666666,0.2,home win
Aruba,Barbados,0.3,0.5,1.7,2.4,1.8,1.4,0.0,0.0,away win
Haiti,Bahamas,0.4,0.3333333333333333,1.7,2.2,1.0,3.4444444444444446,1.0,0.0,home win
Cuba,Suriname,0.5,0.2,1.6,0.5,1.3,1.6,0.75,0.0,home win
Guatemala,El Salvador,0.3,0.3,1.1,1.2,1.7,2.3,0.3877551020408163,0.32653061224489793,away win
Panama,Honduras,0.5,0.6,1.4,1.4,2.8,1.4,0.13636363636363635,0.7727272727272727,home win
Trinidad and Tobago,Dominican Republic,0.3,0.5,1.5,1.5,1.3,2.3,1.0,0.0,home win
Djibouti,DR Congo,0.1,0.4,1.0,3.1,0.8,0.7,0.0,0.0,draw
Mauritania,Tunisia,0.0,0.4,0.6,1.4,1.6,1.2,0.0,0.8,away win
Central African Republic,Zimbabwe,0.4,0.5,1.9,1.7,1.4,0.9,0.0,0.0,away win
Botswana,Zambia,0.2,0.3,0.8,1.3,1.1,1.4,0.16666666666666666,0.8333333333333334,away win
Guinea-Bissau,Togo,0.3,0.2,1.0,2.1,0.7,1.9,0.5,0.5,draw
Madagascar,Gabon,0.3,0.3,1.8,1.4,1.1,1.5,0.0,0.0,home win
Malawi,Kenya,0.1,0.2,1.1,1.5,0.7,0.8,0.4411764705882353,0.20588235294117646,home win
São Tomé and Príncipe,Sierra Leone,0.1,0.4,0.5,2.2,0.9,0.9,0.0,0.0,home win
Seychelles,Namibia,0.2,0.1,1.3,2.2,0.7,1.1,0.0,0.0,draw
Tanzania,Ghana,0.2,0.4,0.9,2.1,1.0,0.9,0.0,0.75,away win
Uganda,Guinea,0.4,0.2,0.8,0.9,0.7,1.4,0.0,1.0,draw
Benin,Senegal,0.2,0.5,0.6,1.2,2.0,0.8,0.5,0.5,draw
Cape Verde,Algeria,0.2,0.3,0.6,1.4,1.2,0.9,0.0,0.0,draw
Chad,Liberia,0.3,0.3,1.1,1.0,1.1,1.7,0.0,1.0,away win
Equatorial Guinea,Congo,0.1,0.3,0.8,2.6,0.7,1.1,0.0,1.0,away win
Eritrea,Nigeria,0.1,0.5,0.4,1.7,1.5,1.2,0.0,0.0,draw
Ethiopia,Burkina Faso,0.2,0.1,0.8,2.1,1.3,2.0,0.0,0.0,home win
Gambia,Morocco,0.2,0.5,0.8,1.1,0.8,0.9,0.0,1.0,away win
Lesotho,South Africa,0.2,0.5,0.6,1.8,1.1,0.7,0.0,0.0,away win
Libya,Mali,0.5,0.3,1.6,1.7,1.2,1.2,0.0,1.0,home win
Rwanda,Ivory Coast,0.3,0.4,0.9,0.9,1.1,1.0,0.0,0.0,draw
Sudan,Mozambique,0.1,0.2,0.9,2.0,1.0,1.8,0.5,0.5,home win
Eswatini,Angola,0.4,0.5,1.5,1.1,1.3,1.1,0.0,0.3333333333333333,away win
Egypt,Mauritius,0.5,0.3,1.2,1.4,1.7,1.8,0.0,0.0,home win
Antigua and Barbuda,Bermuda,0.2,0.7,0.8,1.4,3.0,0.8,0.16666666666666666,0.6666666666666666,draw
Bahamas,Haiti,0.3,0.4,0.9,4.0,2.3,2.0,0.0,1.0,away win
Barbados,Aruba,0.6,0.3,2.0,1.1,1.6,2.4,1.0,0.0,home win
Belize,El Salvador,0.0,0.4,0.6,3.2,1.7,2.0,0.0,1.0,away win
Dominican Republic,Trinidad and Tobago,0.5,0.4,1.2,2.2,1.6,1.2,0.0,1.0,away win
Nicaragua,Honduras,0.0,0.6,0.3,2.6,2.8,1.5,0.14285714285714285,0.7142857142857143,away win
Saint Vincent and the Grenadines,Saint Kitts and Nevis,0.5,0.5,3.7,2.7,2.7,1.5,0.25,0.25,home win
Suriname,Cuba,0.2,0.5,1.3,1.3,1.5,0.5,0.0,0.8,draw
Cameroon,Somalia,0.5,0.1,2.0,0.8,0.4,3.2,0.0,0.0,home win
Algeria,Cape Verde,0.3,0.1,1.2,0.9,0.5,1.4,0.0,0.0,home win
Gabon,Madagascar,0.2,0.3,0.9,1.7,1.5,1.2,0.0,1.0,home win
Kenya,Malawi,0.2,0.3,0.9,1.0,1.4,1.3,0.2,0.45714285714285713,draw
Morocco,Gambia,0.6,0.1,0.8,0.8,0.5,1.1,1.0,0.0,home win
Namibia,Seychelles,0.1,0.2,0.8,1.2,1.2,1.7,0.0,0.0,home win
Nigeria,Eritrea,0.5,0.1,1.5,1.2,0.4,1.7,0.0,0.0,home win
Sierra Leone,São Tomé and Príncipe,0.3,0.2,0.8,1.1,0.5,1.9,0.0,1.0,home win
South Africa,Lesotho,0.6,0.2,1.2,0.6,0.5,1.7,1.0,0.0,home win
Saint Kitts and Nevis,Saint Vincent and the Grenadines,0.4,0.6,2.3,1.3,3.5,1.6,0.2,0.4,away win
Tunisia,Mauritania,0.4,0.0,1.6,1.3,0.7,1.6,0.8333333333333334,0.0,home win
Zambia,Botswana,0.4,0.2,1.2,1.4,0.8,1.4,0.8571428571428571,0.14285714285714285,home win
Angola,Eswatini,0.5,0.4,1.1,1.0,1.5,1.1,0.5,0.0,home win
Bermuda,Antigua and Barbuda,0.6,0.2,2.9,0.8,0.8,1.3,0.5714285714285714,0.14285714285714285,draw
Burkina Faso,Ethiopia,0.1,0.3,1.3,2.1,0.9,2.1,0.0,1.0,home win
Cameroon,Somalia,0.5,0.1,1.7,0.7,0.4,3.0,1.0,0.0,home win
Congo,Equatorial Guinea,0.4,0.1,1.0,1.0,0.9,2.8,1.0,0.0,home win
DR Congo,Djibouti,0.4,0.1,0.8,0.5,1.0,3.1,0.0,0.0,home win
Egypt,Mauritius,0.6,0.3,1.3,0.9,1.4,1.6,1.0,0.0,home win
Ghana,Tanzania,0.4,0.2,0.9,0.8,0.7,2.0,0.8,0.0,home win
Guinea,Uganda,0.2,0.4,1.0,1.4,1.4,1.2,0.5,0.0,home win
Ivory Coast,Rwanda,0.3,0.3,1.1,1.2,1.1,0.6,0.0,0.0,home win
Liberia,Chad,0.4,0.3,1.2,1.2,1.1,1.0,1.0,0.0,draw
Mali,Libya,0.4,0.6,1.4,1.3,1.8,1.2,0.6666666666666666,0.3333333333333333,home win
Mozambique,Sudan,0.2,0.2,0.9,1.7,0.9,1.6,0.3333333333333333,0.6666666666666666,home win
Senegal,Benin,0.4,0.2,1.5,0.7,0.7,1.2,0.3333333333333333,0.3333333333333333,home win
Togo,Guinea-Bissau,0.2,0.2,0.7,1.9,0.8,2.0,0.3333333333333333,0.3333333333333333,home win
Zimbabwe,Central African Republic,0.5,0.3,1.4,0.9,1.7,1.8,1.0,0.0,home win
Bolivia,Colombia,0.1,0.2,1.2,0.8,1.1,1.6,0.3125,0.3125,draw
Brazil,Ecuador,0.5,0.3,2.7,1.2,1.3,1.5,0.8947368421052632,0.0,home win
Chile,Peru,0.3,0.4,1.5,1.9,1.5,1.2,0.5172413793103449,0.27586206896551724,draw
Paraguay,Uruguay,0.5,0.4,1.0,0.4,1.2,1.3,0.3442622950819672,0.4098360655737705,home win
Venezuela,Argentina,0.1,0.6,0.6,2.3,1.8,1.2,0.0,1.0,away win
Antigua and Barbuda,Saint Vincent and the Grenadines,0.1,0.7,1.0,1.7,3.5,1.4,0.0,1.0,home win
Cuba,Barbados,0.4,0.7,1.3,0.5,2.2,0.9,0.0,0.0,draw
El Salvador,Guatemala,0.5,0.2,2.0,1.8,0.9,1.3,0.34,0.38,draw
Honduras,Panama,0.6,0.5,2.2,1.4,1.4,1.4,0.7391304347826086,0.17391304347826086,home win
Trinidad and Tobago,Haiti,0.5,0.5,1.7,1.2,2.6,1.9,0.4090909090909091,0.4090909090909091,home win
Guatemala,Belize,0.2,0.0,1.0,1.4,0.7,3.2,1.0,0.0,draw
Haiti,Trinidad and Tobago,0.4,0.6,2.6,2.2,2.0,1.2,0.391304347826087,0.43478260869565216,draw
Saint Vincent and the Grenadines,Antigua and Barbuda,0.6,0.2,3.2,1.4,1.2,1.6,0.5,0.5,home win
Barbados,Cuba,0.6,0.4,2.1,1.0,1.3,0.4,0.0,0.0,draw
Panama,Nicaragua,0.6,0.0,1.6,1.0,0.3,2.6,0.7692307692307693,0.23076923076923078,home win
Honduras,Haiti,0.6,0.5,2.0,1.5,2.7,1.8,0.75,0.25,home win
Paraguay,Ecuador,0.5,0.2,0.9,0.3,1.2,1.7,0.6153846153846154,0.2692307692307692,home win
Uruguay,Chile,0.3,0.3,1.0,1.3,1.5,1.9,0.578125,0.203125,home win
Argentina,Bolivia,0.6,0.1,1.9,1.1,1.3,0.8,0.75,0.20833333333333334,home win
Colombia,Venezuela,0.3,0.1,1.0,1.0,0.6,2.5,0.5294117647058824,0.058823529411764705,home win
Cuba,Canada,0.3,0.7,1.2,0.5,1.4,0.5,0.2,0.4,away win
Peru,Brazil,0.3,0.4,1.5,1.3,2.3,1.3,0.09375,0.71875,away win
Belgium,Sweden,0.4,0.4,2.5,1.8,0.8,0.5,0.4166666666666667,0.4166666666666667,home win
Antigua and Barbuda,Guatemala,0.2,0.2,1.1,1.8,1.0,1.3,0.0,0.0,away win
Canada,Cuba,0.7,0.3,1.3,0.4,1.2,0.5,0.5,0.16666666666666666,draw
France,Denmark,0.8,0.5,2.4,0.9,1.8,0.8,0.375,0.5,home win
Netherlands,Czech Republic,0.3,0.7,1.8,1.6,2.6,1.0,0.0,0.3333333333333333,home win
Turkey,Italy,0.4,0.3,1.3,0.9,1.0,0.9,0.0,0.8571428571428571,away win
Germany,Romania,0.5,0.5,2.1,1.1,1.9,1.1,0.7,0.1,draw
Portugal,England,0.6,0.5,2.4,0.6,1.6,0.5,0.11764705882352941,0.5294117647058824,home win
Serbia,Slovenia,0.5,0.5,1.5,0.9,1.6,1.4,0.0,0.0,draw
Spain,Norway,0.6,0.5,2.1,0.4,1.4,0.7,0.6666666666666666,0.0,away win
Belgium,Italy,0.4,0.4,2.5,1.8,1.2,1.0,0.16666666666666666,0.6111111111111112,away win
Sweden,Turkey,0.4,0.3,0.9,0.7,1.3,1.1,0.25,0.5,draw
Algeria,Senegal,0.5,0.1,1.5,0.5,0.9,1.3,0.6923076923076923,0.0,draw
Czech Republic,France,0.6,0.9,2.3,1.1,2.7,0.9,0.0,0.0,away win
Netherlands,Denmark,0.4,0.4,1.8,1.3,1.6,1.1,0.38461538461538464,0.3076923076923077,home win
England,Germany,0.5,0.5,1.7,0.7,2.2,1.0,0.4090909090909091,0.36363636363636365,home win
Haiti,Honduras,0.5,0.6,2.5,1.3,2.2,1.5,0.2222222222222222,0.7777777777777778,away win
Madagascar,DR Congo,0.2,0.4,1.3,1.3,1.5,0.6,0.2,0.6,home win
Malawi,Burkina Faso,0.3,0.3,1.3,1.4,1.3,1.6,0.0,0.0,draw
Namibia,Morocco,0.2,0.6,1.1,1.3,0.9,0.8,0.0,0.0,draw
Nigeria,Sierra Leone,0.7,0.3,2.3,0.8,1.1,1.1,0.6666666666666666,0.06666666666666667,home win
Romania,Portugal,0.4,0.6,1.5,1.1,2.6,0.8,0.4,0.4,away win
Angola,Zambia,0.6,0.5,1.7,0.8,0.9,0.2,0.125,0.5,home win
Guatemala,Antigua and Barbuda,0.3,0.2,1.0,1.2,1.0,1.8,1.0,0.0,home win
Ivory Coast,Tunisia,0.4,0.5,1.2,1.1,1.6,1.2,0.36363636363636365,0.36363636363636365,draw
Libya,Cameroon,0.6,0.5,1.8,1.3,1.9,0.7,0.0,0.0,away win
Norway,Serbia,0.5,0.5,1.1,0.7,1.7,1.0,0.0,0.0,away win
Slovenia,Spain,0.4,0.5,1.7,1.7,1.8,0.4,0.0,0.0,away win
Sudan,Liberia,0.1,0.4,0.7,1.6,1.1,1.0,0.0,0.0,home win
Belgium,Turkey,0.4,0.3,2.2,1.6,1.2,0.8,0.5,0.0,away win
Italy,Sweden,0.4,0.3,1.0,1.0,0.8,0.7,0.42105263157894735,0.3157894736842105,home win
England,Romania,0.5,0.4,1.2,0.7,1.4,1.1,0.2,0.2,away win
Portugal,Germany,0.6,0.4,1.9,0.8,2.0,1.0,0.15384615384615385,0.46153846153846156,home win
Denmark,Czech Republic,0.4,0.5,1.6,1.4,2.0,1.3,0.0,1.0,away win
Netherlands,France,0.5,0.9,2.1,1.3,2.6,0.8,0.42105263157894735,0.42105263157894735,home win
Serbia,Spain,0.5,0.5,1.5,0.9,1.2,0.5,0.0,0.5,away win
Slovenia,Norway,0.3,0.4,1.6,1.8,0.9,0.7,0.0,1.0,draw
Italy,Romania,0.5,0.4,1.2,1.1,1.4,1.3,0.6363636363636364,0.18181818181818182,home win
Turkey,Portugal,0.3,0.6,1.2,0.8,1.8,0.8,0.2,0.8,away win
Netherlands,Serbia,0.6,0.4,1.9,1.0,1.4,1.1,1.0,0.0,home win
Spain,France,0.5,0.8,1.3,0.8,2.5,0.9,0.4,0.36,away win
Brazil,Uruguay,0.5,0.4,2.1,0.9,1.2,1.2,0.4838709677419355,0.3064516129032258,draw
France,Portugal,0.8,0.7,2.4,1.0,1.9,0.7,0.6470588235294118,0.29411764705882354,home win
Venezuela,Bolivia,0.1,0.1,0.6,2.1,1.0,1.0,0.1111111111111111,0.5555555555555556,home win
Chile,Paraguay,0.3,0.4,1.5,1.9,0.7,0.5,0.4318181818181818,0.4772727272727273,home win
Colombia,Argentina,0.4,0.7,1.2,0.8,2.0,0.8,0.3,0.5,away win
Ecuador,Peru,0.2,0.3,1.4,1.6,1.5,1.3,0.25806451612903225,0.5161290322580645,home win
Netherlands,Italy,0.7,0.6,2.3,0.9,1.2,0.8,0.15384615384615385,0.46153846153846156,draw
France,Italy,0.8,0.6,2.5,1.1,1.2,0.8,0.21875,0.53125,home win
Tunisia,Madagascar,0.5,0.4,1.8,1.2,1.2,0.8,0.5,0.5,home win
Zambia,Togo,0.4,0.4,0.7,0.4,0.9,1.5,0.0,0.0,home win
Cameroon,Angola,0.6,0.7,2.0,0.5,1.6,0.4,0.42857142857142855,0.0,home win
DR Congo,Congo,0.3,0.5,1.5,0.9,1.3,1.0,0.37037037037037035,0.3333333333333333,home win
Ghana,Sierra Leone,0.4,0.3,1.0,1.1,1.1,1.2,0.5,0.375,home win
Liberia,Nigeria,0.4,0.7,1.0,1.0,2.1,0.6,0.0,0.7777777777777778,home win
Morocco,Algeria,0.5,0.4,0.7,0.7,1.6,0.7,0.3,0.25,home win
Senegal,Egypt,0.1,0.6,0.9,1.2,1.6,0.8,0.25,0.75,draw
Zimbabwe,South Africa,0.7,0.5,1.8,1.0,1.4,1.4,0.2857142857142857,0.42857142857142855,away win
Saint Vincent and the Grenadines,Jamaica,0.7,0.3,3.0,1.1,1.1,1.5,0.0,0.75,away win
Barbados,Costa Rica,0.3,0.4,1.6,1.5,2.2,1.5,0.0,0.0,home win
Canada,Trinidad and Tobago,0.7,0.4,1.3,0.4,1.6,1.1,0.75,0.0,away win
El Salvador,Honduras,0.5,0.6,1.8,1.7,2.3,1.6,0.2916666666666667,0.4166666666666667,away win
Guatemala,United States,0.5,0.5,2.0,1.0,1.8,0.8,0.3333333333333333,0.5,draw
Panama,Mexico,0.5,0.5,1.6,2.0,1.9,1.3,0.0,0.5,away win
Paraguay,Brazil,0.4,0.5,0.8,0.8,2.2,0.8,0.109375,0.640625,home win
Uruguay,Venezuela,0.4,0.2,1.2,1.2,1.0,1.9,0.8666666666666667,0.0,home win
Argentina,Ecuador,0.7,0.3,2.1,0.9,1.5,1.4,0.6,0.1,home win
Bolivia,Chile,0.1,0.4,1.2,1.3,1.7,1.8,0.16129032258064516,0.6451612903225806,home win
Peru,Colombia,0.3,0.4,1.3,1.2,1.3,1.1,0.3611111111111111,0.25,away win
Guatemala,Barbados,0.5,0.4,1.9,0.7,1.6,1.4,0.0,0.0,home win
El Salvador,Saint Vincent and the Grenadines,0.5,0.7,1.9,1.7,2.7,0.8,0.0,0.0,home win
Costa Rica,United States,0.4,0.5,1.9,1.2,1.8,0.8,0.4117647058823529,0.4117647058823529,home win
Jamaica,Honduras,0.3,0.7,1.1,1.5,2.5,1.3,0.2727272727272727,0.6363636363636364,home win
Panama,Canada,0.4,0.6,1.2,2.0,1.1,0.6,0.0,0.5,draw
Trinidad and Tobago,Mexico,0.5,0.5,1.7,1.0,1.9,1.3,0.14285714285714285,0.7142857142857143,home win
Ecuador,Colombia,0.3,0.4,1.4,1.4,1.3,1.1,0.3333333333333333,0.4444444444444444,draw
Venezuela,Chile,0.2,0.4,1.1,2.2,1.7,1.8,0.0,0.75,away win
Brazil,Argentina,0.4,0.8,1.9,0.8,2.2,0.7,0.37349397590361444,0.37349397590361444,home win
Uruguay,Peru,0.5,0.2,1.4,1.2,1.1,1.2,0.5714285714285714,0.22448979591836735,draw
Bolivia,Paraguay,0.2,0.5,1.3,1.3,1.0,0.9,0.21153846153846154,0.5384615384615384,draw
Chile,Brazil,0.5,0.5,1.8,1.6,2.0,0.7,0.1111111111111111,0.7037037037037037,home win
Colombia,Uruguay,0.4,0.5,1.3,0.9,1.4,0.9,0.2962962962962963,0.4444444444444444,home win
Costa Rica,Guatemala,0.4,0.6,1.7,1.7,2.0,0.6,0.4523809523809524,0.2619047619047619,home win
Mexico,Canada,0.5,0.6,1.8,1.2,0.9,0.4,0.6363636363636364,0.13636363636363635,home win
Honduras,Saint Vincent and the Grenadines,0.6,0.7,2.3,1.6,2.6,1.3,1.0,0.0,home win
Argentina,Paraguay,0.7,0.4,2.1,1.0,0.9,0.9,0.5632183908045977,0.14942528735632185,draw
Ecuador,Bolivia,0.3,0.2,1.3,1.2,1.3,1.3,0.16666666666666666,0.2777777777777778,home win
Estonia,Andorra,0.2,0.1,1.3,1.4,0.4,2.1,1.0,0.0,home win
Jamaica,El Salvador,0.4,0.5,1.4,1.5,2.3,1.5,0.25,0.375,home win
Peru,Venezuela,0.2,0.3,1.1,1.2,1.4,2.0,0.7647058823529411,0.11764705882352941,home win
Trinidad and Tobago,Panama,0.4,0.3,1.4,1.0,0.9,1.7,0.2,0.2,home win
United States,Barbados,0.4,0.4,1.7,0.9,1.4,1.4,0.0,0.0,home win
Andorra,Cyprus,0.1,0.4,0.4,1.8,1.4,2.2,0.0,0.0,away win
Azerbaijan,Sweden,0.0,0.1,0.4,1.8,0.7,1.1,0.0,0.0,away win
Belarus,Wales,0.1,0.3,0.4,1.6,0.7,2.1,0.0,1.0,home win
Belgium,Croatia,0.4,0.3,1.6,1.4,0.9,1.1,0.0,0.0,draw
Bosnia and Herzegovina,Spain,0.4,0.5,1.0,1.0,1.5,1.2,0.0,0.0,away win
Bulgaria,Czech Republic,0.4,0.4,1.4,1.2,1.7,1.4,0.0,0.0,away win
Chile,Colombia,0.5,0.5,1.9,1.5,1.2,0.7,0.4583333333333333,0.20833333333333334,away win
Finland,Albania,0.5,0.4,1.5,1.2,1.0,1.0,0.5,0.5,home win
Germany,Greece,0.4,0.6,2.0,1.4,1.8,0.8,0.5,0.0,home win
Honduras,El Salvador,0.7,0.4,2.8,1.0,1.8,1.6,0.42857142857142855,0.2857142857142857,home win
Iceland,Denmark,0.6,0.3,1.7,0.8,1.3,1.3,0.0,0.7857142857142857,away win
Netherlands,Republic of Ireland,0.7,0.3,2.2,0.8,1.4,1.3,0.5625,0.3125,draw
Northern Ireland,Malta,0.3,0.2,1.0,1.7,0.7,1.4,1.0,0.0,home win
Norway,Armenia,0.4,0.2,1.0,0.9,1.1,1.4,0.0,0.0,draw
Paraguay,Venezuela,0.4,0.3,1.0,0.8,1.4,2.1,0.9090909090909091,0.0,home win
Switzerland,Russia,0.3,0.7,1.4,1.2,1.4,0.7,0.0,0.625,away win
Turkey,Moldova,0.1,0.3,0.5,1.0,0.8,1.4,0.6666666666666666,0.0,home win
Ukraine,Poland,0.3,0.0,1.0,0.7,0.3,1.2,0.0,1.0,away win
Jamaica,Saint Vincent and the Grenadines,0.6,0.6,2.1,1.2,1.7,1.9,0.8,0.0,home win
Latvia,Scotland,0.2,0.5,1.1,1.8,1.1,0.9,0.0,1.0,away win
Brazil,Bolivia,0.5,0.1,2.0,1.0,0.4,1.3,0.7894736842105263,0.15789473684210525,home win
Costa Rica,Barbados,0.4,0.3,1.7,1.7,1.1,1.9,0.0,1.0,home win
Estonia,Portugal,0.3,0.7,1.3,1.3,2.1,0.9,0.0,1.0,away win
Faroe Islands,Slovenia,0.1,0.4,0.6,1.5,1.7,1.1,0.0,0.0,draw
Hungary,Italy,0.3,0.6,1.0,1.1,1.2,0.7,0.20689655172413793,0.5172413793103449,draw
Israel,Liechtenstein,0.2,0.0,1.7,2.3,0.2,3.6,0.0,0.0,home win
Luxembourg,Serbia,0.0,0.5,0.5,2.4,1.5,1.5,0.0,0.0,away win
Mexico,Panama,0.5,0.2,1.6,1.2,0.8,2.3,0.6666666666666666,0.0,home win
Peru,Argentina,0.3,0.7,1.1,1.1,2.0,0.7,0.13157894736842105,0.6052631578947368,away win
Romania,Lithuania,0.3,0.3,1.2,1.5,1.0,2.1,1.0,0.0,home win
Slovakia,North Macedonia,0.2,0.2,0.8,1.1,1.0,1.8,0.0,0.0,home win
Trinidad and Tobago,Canada,0.4,0.6,1.7,0.9,0.9,0.6,0.1111111111111111,0.6666666666666666,home win
Uruguay,Ecuador,0.4,0.4,0.9,0.6,1.5,1.2,0.7058823529411765,0.11764705882352941,home win
United States,Guatemala,0.4,0.5,2.1,0.9,1.9,0.7,0.46153846153846156,0.3076923076923077,home win
North Macedonia,Azerbaijan,0.2,0.0,1.0,1.9,0.3,1.4,1.0,0.0,home win
Andorra,Estonia,0.1,0.3,0.6,2.0,1.2,1.4,0.0,1.0,away win
Armenia,Ukraine,0.2,0.2,1.1,1.4,0.7,1.0,0.0,0.5,away win
Bulgaria,Malta,0.4,0.2,1.4,1.2,0.7,1.5,0.8,0.0,home win
Colombia,Paraguay,0.5,0.4,1.1,0.6,1.2,0.8,0.3333333333333333,0.4666666666666667,away win
Cyprus,Netherlands,0.5,0.6,1.5,2.2,2.2,0.9,0.0,1.0,away win
Czech Republic,Iceland,0.5,0.6,1.7,1.3,1.8,0.9,1.0,0.0,home win
England,Germany,0.4,0.4,1.3,1.0,2.1,1.4,0.43478260869565216,0.34782608695652173,away win
Greece,Finland,0.5,0.5,1.6,1.0,1.3,1.2,0.5555555555555556,0.2222222222222222,home win
Italy,Romania,0.5,0.4,1.3,0.9,1.1,1.2,0.6666666666666666,0.16666666666666666,home win
Latvia,Belgium,0.1,0.4,0.9,1.8,1.5,1.2,0.0,0.0,away win
Liechtenstein,Austria,0.0,0.3,0.2,3.3,2.0,1.8,0.0,1.0,away win
Lithuania,Georgia,0.3,0.1,0.8,2.0,0.9,1.2,0.3333333333333333,0.3333333333333333,away win
Luxembourg,Slovenia,0.0,0.3,0.4,2.4,1.7,1.2,0.0,0.0,away win
Moldova,Slovakia,0.3,0.3,0.7,1.0,1.0,0.7,0.0,0.0,away win
Northern Ireland,Denmark,0.4,0.4,1.0,1.6,1.5,1.4,0.14285714285714285,0.5714285714285714,draw
Poland,Belarus,0.1,0.2,0.6,1.3,0.5,1.6,0.0,0.0,home win
Portugal,Republic of Ireland,0.8,0.2,2.3,0.9,1.3,1.3,0.6666666666666666,0.3333333333333333,draw
San Marino,Scotland,0.0,0.6,0.1,5.0,1.0,0.6,0.0,1.0,away win
Spain,Israel,0.5,0.3,1.4,1.3,1.7,2.0,1.0,0.0,home win
Sweden,Turkey,0.2,0.2,0.8,1.0,0.6,0.9,0.2,0.4,draw
Switzerland,Faroe Islands,0.3,0.1,1.4,1.3,0.7,1.6,0.0,0.0,home win
Wales,Norway,0.2,0.4,0.5,2.1,0.9,0.8,0.16666666666666666,0.5,draw
Saint Vincent and the Grenadines,El Salvador,0.5,0.3,1.2,2.0,1.5,2.0,0.0,1.0,away win
Argentina,Uruguay,0.7,0.4,2.0,0.7,1.1,0.6,0.4444444444444444,0.3148148148148148,home win
Barbados,Guatemala,0.2,0.5,0.8,2.1,1.9,0.7,0.0,1.0,away win
Bolivia,Peru,0.1,0.3,0.4,1.8,1.2,1.2,0.3,0.5333333333333333,home win
Ecuador,Chile,0.3,0.4,1.2,1.5,1.6,1.4,0.11764705882352941,0.6176470588235294,home win
Honduras,Jamaica,0.8,0.7,3.3,0.9,2.3,0.9,0.5833333333333334,0.3333333333333333,home win
Mexico,Trinidad and Tobago,0.8,0.5,2.2,0.8,2.0,0.8,0.625,0.25,home win
Venezuela,Brazil,0.3,0.5,1.4,2.2,1.8,1.0,0.0,1.0,away win
